taxon_ID,Species_Name
5217,Tremella mesenterica
5286,Rhodotorula toruloides
5288,Rhodotorula diobovata
5353,Lentinula edodes
5364,Heliocybe sulcata
5454,Ascochyta rabiei
5466,Colletotrichum trifolii
5486,Candida viswanathii
5514,Fusarium sporotrichioides
5539,Scytalidium lignicola
5599,Alternaria alternata
5601,Phialophora americana
5627,Grifola frondosa
5643,Trametes cinnabarina
5660,Leishmania braziliensis
5664,Leishmania major
5671,Leishmania infantum
5722,Trichomonas vaginalis
5759,Entamoeba histolytica
5762,Naegleria gruberi
5786,Dictyostelium purpureum
5823,Plasmodium berghei ANKA
5851,Plasmodium knowlesi strain H
5865,Babesia bovis
5866,Babesia bigemina
5874,Theileria annulata
5875,Theileria parva
5888,Paramecium tetraurelia
6182,Schistosoma japonicum
6183,Schistosoma mansoni
6184,Schistosoma bovis
6185,Schistosoma haematobium
6186,Schistosoma curassoni
6188,Schistosoma rodhaini
6198,Opisthorchis viverrini
6205,Hydatigera taeniaeformis
6210,Echinococcus granulosus
6211,Echinococcus multilocularis
6216,Hymenolepis diminuta
6238,Caenorhabditis briggsae
6239,Caenorhabditis elegans
6248,Strongyloides stercoralis
6265,Toxocara canis
6277,Acanthocheilonema viteae
6279,Brugia malayi
6280,Brugia pahangi
6282,Onchocerca volvulus
6290,Haemonchus placei
6293,Wuchereria bancrofti
6313,Angiostrongylus cantonensis
6334,Trichinella spiralis
6335,Trichinella nativa
6336,Trichinella nelsoni
6337,Trichinella pseudospiralis
6412,Helobdella robusta
6526,Biomphalaria glabrata
6573,Mizuhopecten yessoensis
6669,Daphnia pulex
6689,Penaeus vannamei
6832,Tigriopus californicus
6945,Ixodes scapularis
6973,Blattella germanica
7029,Acyrthosiphon pisum
7070,Tribolium castaneum
7091,Bombyx mori
7102,Heliothis virescens
7159,Aedes aegypti
7160,Aedes albopictus
7165,Anopheles gambiae
7167,Anopheles albimanus
7168,Anopheles dirus
7176,Culex quinquefasciatus
7209,Loa loa
7217,Drosophila ananassae
7222,Drosophila grimshawi
7227,Drosophila melanogaster
7232,Drosophila navojoa
7234,Drosophila persimilis
7238,Drosophila sechellia
7240,Drosophila simulans
7244,Drosophila virilis
7260,Drosophila willistoni
7266,Drosophila guanche
7370,Musca domestica
7375,Lucilia cuprina
7395,Glossina austeni
7398,Glossina pallidipes
7425,Nasonia vitripennis
7460,Apis mellifera
7574,Lingula anatina
7668,Strongylocentrotus purpuratus
7719,Ciona intestinalis
7739,Branchiostoma floridae
7757,Petromyzon marinus
7764,Eptatretus burgeri
7868,Callorhinchus milii
7897,Latimeria chalumnae
7918,Lepisosteus oculatus
7950,Clupea harengus
7955,Danio rerio
7994,Astyanax mexicanus
7998,Ictalurus punctatus
8005,Electrophorus electricus
8010,Esox lucius
8022,Oncorhynchus mykiss
8030,Salmo salar
8032,Salmo trutta
8049,Gadus morhua
8078,Fundulus heteroclitus
8081,Poecilia reticulata
8083,Xiphophorus maculatus
8090,Oryzias latipes
8128,Oreochromis niloticus
8153,Haplochromis burtoni
8154,Astatotilapia calliptera
8167,Perca flavescens
8175,Sparus aurata
8187,Lates calcarifer
8355,Xenopus laevis
8364,Xenopus tropicalis
8469,Chelonia mydas
8478,Chrysemys picta bellii
8496,Alligator mississippiensis
8502,Crocodylus porosus
8508,Sphenodon punctatus
8663,Notechis scutatus
8673,Pseudonaja textilis
8790,Dromaius novaehollandiae
8823,Apteryx haastii
8824,Apteryx owenii
8840,Anas platyrhynchos platyrhynchos
8845,Anser cygnoides
8932,Columba livia
8996,Numida meleagris
9009,Callipepla squamata
9014,Colinus virginianus
9031,Gallus gallus
9049,Pavo cristatus
9054,Phasianus colchicus
9089,Chrysolophus pictus
9103,Meleagris gallopavo
9135,Serinus canaria
9157,Parus major
9233,Aptenodytes forsteri
9238,Pygoscelis adeliae
9244,Calypte anna
9258,Ornithorhynchus anatinus
9305,Sarcophilus harrisii
9315,Notamacropus eugenii
9358,Choloepus hoffmanni
9361,Dasypus novemcinctus
9365,Erinaceus europaeus
9371,Echinops telfairi
9402,Pteropus alecto
9483,Callithrix jacchus
9516,Cebus capucinus
9531,Cercocebus atys
9541,Macaca fascicularis
9544,Macaca mulatta
9545,Macaca nemestrina
9555,Papio anubis
9565,Theropithecus gelada
9568,Mandrillus leucophaeus
9593,Gorilla gorilla
9597,Pan paniscus
9598,Pan troglodytes
9601,Pongo abelii
9606,Homo sapiens
9615,Canis lupus familiaris
9627,Vulpes vulpes
9643,Ursus americanus
9646,Ailuropoda melanoleuca
9669,Mustela putorius furo
9685,Felis catus
9691,Panthera pardus
9708,Odobenus rosmarus divergens
9713,Leptonychotes weddellii
9739,Tursiops truncatus
9749,Delphinapterus leucas
9755,Physeter catodon
9785,Loxodonta africana
9796,Equus caballus
9813,Procavia capensis
9823,Sus scrofa
9838,Camelus dromedarius
9913,Bos taurus
9925,Capra hircus
9940,Ovis aries
9978,Ochotona princeps
9986,Oryctolagus cuniculus
9994,Marmota marmota marmota
9999,Urocitellus parryii
10020,Dipodomys ordii
10029,Cricetulus griseus
10036,Mesocricetus auratus
10047,Meriones unguiculatus
10089,Mus caroli
10090,Mus musculus
10093,Mus pahari
10096,Mus spretus
10103,Mus spicilegus
10116,Rattus norvegicus
10141,Cavia porcellus
10160,Octodon degus
10181,Heterocephalus glaber
10195,Brachionus plicatilis
10228,Trichoplax adhaerens
12930,Amazona aestiva
12957,Atta cephalotes
13035,Dactylococcopsis salina PCC 8305
13146,Melopsittacus undulatus
13249,Rhodnius prolixus
13291,Tilletia controversa
13333,Amborella trichopoda
13347,Armadillidium vulgare
13370,Brettanomyces naardenensis
13616,Monodelphis domestica
13689,Sphingomonas paucimobilis
13690,Sphingobium yanoikuyae
13706,Syncephalastrum racemosum
13735,Pelodiscus sinensis
15368,Brachypodium distachyon
22663,Punica granatum
27334,Penicillium expansum
27342,Schizopora paradoxa
27349,Puccinia sorghi
27687,Erpetoichthys calabaricus
27835,Nippostrongylus brasiliensis
28026,Bifidobacterium pseudocatenulatum
28028,Corynebacterium flavescens
28034,Sulfobacillus thermosulfidooxidans
28035,Staphylococcus lugdunensis
28038,Lactobacillus curvatus
28042,Saccharopolyspora rectivirgula
28045,Mycobacterium celatum
28047,Mycolicibacterium confluentis
28052,Lachnospira pectinoschiza
28066,Rhodoferax fermentans
28072,Nostoc sp. PCC 7524
28082,Legionella anisa
28083,Legionella birminghamensis
28084,Legionella cherrii
28085,Legionella cincinnatiensis
28087,Legionella sainthelensi
28090,Acinetobacter lwoffii
28091,Neisseria weaveri
28092,Robbsia andropogonis
28094,Trinickia caryophylli
28099,Agrobacterium rubi
28108,Alteromonas macleodii
28110,Francisella philomiragia
28115,Porphyromonas macacae
28116,Bacteroides ovatus
28117,Alistipes putredinis
28122,Fibrobacter intestinalis
28125,Prevotella bivia
28128,Prevotella corporis
28131,Prevotella intermedia
28134,Prevotella oralis
28136,Prevotella oulorum
28141,Cronobacter sakazakii
28152,Yersinia kristensenii
28173,Vibrio nigripulchritudo
28176,Candidatus Photodesmus katoptron
28181,Magnetovibrio blakemorei
28182,Leptospira noguchii
28189,Capnocytophaga cynodegmi
28198,Arcobacter cryaerophilus
28200,Arcobacter skirrowii
28230,Carnobacterium alterfunditum
28234,Geotoga petraea
28258,Cobetia marina
28377,Anolis carolinensis
28442,Haloarcula vallismortis
28444,Herbidospora cretacea
28445,Mycobacterium intermedium
28452,Leptospira alstonii
28573,Talaromyces islandicus
28743,Cyprinodon variegatus
28885,Hydrogenovibrio marinus
28892,Methanofollis liminatans DSM 4140
28898,Campylobacter helveticus
28903,Mycoplasma bovis
29073,Ursus maritimus
29088,Neomonachus schauinslandi
29139,Vombatus ursinus
29170,Ancylostoma caninum
29172,Dictyocaulus viviparus
29313,Mycobacterium shimoidei
29314,Mycolicibacter hiberniae
29320,Paenarthrobacter nicotinovorans
29321,Corynebacterium otitidis
29332,Domibacillus aminovorans
29341,Clostridium argentinense
29343,[Clostridium] cellulosi
29349,[Clostridium] thermoalcaliphilum
29354,[Clostridium] celerecrescens
29364,[Clostridium] polysaccharolyticum
29367,Clostridium puniceum
29379,Staphylococcus auricularis
29382,Staphylococcus cohnii
29385,Staphylococcus saprophyticus
29394,Dolosigranulum pigrum
29421,Nitrobacter vulgaris
29422,Legionella brunensis
29430,Acinetobacter haemolyticus
29433,Moraxella ovis
29435,Pseudomonas flavescens
29448,Bradyrhizobium elkanii
29449,Rhizobium etli
29466,Veillonella parvula
29484,Yersinia frederiksenii
29485,Yersinia rohdei
29486,Yersinia ruckeri
29488,Photorhabdus luminescens
29489,Aeromonas enteropelogenes
29491,Aeromonas salmonicida subsp. salmonicida
29495,Vibrio navarrensis
29497,Vibrio splendidus
29518,Borreliella afzelii
29519,Borreliella garinii
29524,Porphyromonas circumdentaria
29529,Chitinophaga arvensicola
29533,Flavobacterium pectinovorum
29534,Flavobacterium saccharophilum
29536,Flavobacterium succinicans
29539,Thermoleophilum album
29540,Natrialba asiatica DSM 12278
29542,Pelobacter acetylenicus
29554,Mycoplasma canadense
29555,Mycoplasma canis
29556,Mycoplasma gallinaceum
29557,Mycoplasma gallinarum
29559,Mycoplasma hyosynoviae
29561,Mycoplasma meleagridis
29563,Halanaerobium salsuginis
29571,Halomonas subglaciescola
29655,Zostera marina
29730,Gossypium raimondii
29760,Vitis vinifera
29833,Hanseniaspora uvarum
29845,Penicillium vulpinum
29920,Phytophthora cactorum
30019,Drosophila busckii
30066,Anopheles merus
30069,Anopheles stephensi
30419,Opisthocomus hoazin
30464,Nothoprocta perdicaria
30521,Bos grunniens
30522,Bos indicus x Bos taurus
30538,Vicugna pacos
30608,Microcebus murinus
30611,Otolemur garnettii
30732,Oryzias melastigma
31033,Takifugu rubripes
31234,Caenorhabditis remanei
31246,Schistosoma mattheei
31958,Amycolatopsis orientalis
31964,Clavibacter michiganensis subsp. sepedonicus
31965,Clavibacter michiganensis subsp. tessellarius
31967,Phenylobacterium immobile (ATCC 35973)
32002,Achromobacter denitrificans
32019,Campylobacter fetus subsp. fetus
32020,Campylobacter fetus subsp. venerealis
32024,Campylobacter sputorum biovar sputorum
32040,Acidovorax konjaci
32049,Synechococcus sp. PCC 7002
32051,Synechococcus sp. WH 7803
32052,Synechococcus sp. WH 8020
32057,Calothrix sp. PCC 7103
32264,Tetranychus urticae
32473,Xiphophorus couchianus
32507,Neolamprologus brichardi
33007,Winkia neuii
33010,Cutibacterium avidum
33033,Parvimonas micra
33036,Anaerococcus tetradius
33038,[Ruminococcus] gnavus
33039,[Ruminococcus] torques
33044,Bartonella doshiae
33046,Bartonella taylorii
33050,Sphingopyxis macrogoltabida
33051,Sphingomonas sanguinis
33053,Neisseria perflava
33060,Yersinia mollaretii
33069,Pseudomonas viridiflava
33097,Gonium pectorale
33114,Capsicum baccatum
33203,Purpureocillium lilacinum
33528,Gambusia affinis
33876,Catenuloplanes japonicus
33881,Curtobacterium luteum
33888,Rathayibacter tritici
33889,Brevibacterium casei
33894,Mycobacterium tuberculosis variant africanum
33895,Mycobacterium interjectum
33898,Streptomyces galbus
33903,Streptomyces avermitilis
33905,Bifidobacterium thermophilum
33922,Mycoplasma agassizii
33935,Lysinibacillus macroides
33936,Aeribacillus pallidus
33940,Geobacillus thermodenitrificans
33945,Enterococcus avium
33959,Lactobacillus johnsonii
33960,Lactobacillus collinoides
33968,Leuconostoc pseudomesenteroides
33978,Caryophanon tenue
33990,Rickettsia bellii
33995,Komagataeibacter europaeus
34002,Paracoccus alcaliphilus
34004,Paracoccus aminovorans
34027,Aromatoleum tolulyticum
34059,Moraxella atlantae
34060,Moraxella caviae
34061,Moraxella cuniculi
34062,Moraxella osloensis
34085,Riemerella anatipestifer
34086,Pedobacter antarcticus
34097,Brevinema andersonii
34103,Sphaerotilus natans
34475,Fomitopsis rosea
34506,Strongyloides ratti
34508,Steinernema carpocapsae
34690,Anopheles melas
34691,Anopheles quadriannulatus
34720,Trachymyrmex septentrionalis
34839,Chinchilla lanigera
35128,Thalassiosira pseudonana
35525,Daphnia magna
35570,Stomoxys calcitrans
35608,Artemisia annua
35622,Thermostaphylospora chromogena
35623,Acholeplasma oculi
35703,Citrobacter amalonaticus
35722,Parasitella parasitica
35743,Halorubrum sodomense
35752,Actinoplanes philippinensis
35754,Dactylosporangium aurantiacum
35755,Corynebacterium kutscheri
35756,Corynebacterium pilosum
35760,Bifidobacterium choerinum
35762,Planobispora rosea
35806,Rhodovulum sulfidophilum
35814,Bordetella holmesii
35818,Helicobacter pullorum
35841,Bacillus thermoamylovorans
36022,Cyberlindnera fabianii
36050,Fusarium poae
36087,Trichuris trichiura
36166,Megaselia scalaris
36329,Plasmodium falciparum 3D7
36646,Penicillium coprophilum
36745,Clostridium saccharoperbutylacetonicum
36805,Microbacterium aurum
36807,Microbacterium laevaniformans
36809,Mycobacteroides abscessus
36818,Streptomyces subrutilus
36841,Terrisporobacter glycolicus
36842,Maledivibacter halophilus
36844,Clostridium homopropionicum
36847,Anaerotignum neopropionicum
36849,Oxobacter pfennigii
36856,Sinorhizobium saheli
36870,Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis
36874,Porphyromonas cangingivalis
36875,Porphyromonas canoris
37001,Glossina brevipalpis
37003,Kryptolebias marmoratus
37032,Suricata suricatta
37293,Aotus nancymaae
37328,Nocardia carnea
37332,Nocardia seriolae
37347,Tupaia belangeri
37360,Plasmodiophora brassicae
37372,Helicobacter bilis
37546,Glossina morsitans morsitans
37548,Cavia aperea
37625,Desulfuromusa kysingii
37653,Octopus bimaculoides
37658,[Clostridium] populeti
37659,Clostridium algidicarnis
37692,Candidatus Phytoplasma mali
37752,Flavobacterium hibernum
37915,Dietzia maris
37916,Mycolicibacterium chlorophenolicum
37923,Rothia kristinae
37927,Sinomonas atrocyanea
37928,Arthrobacter crystallopoietes
37992,Xylaria hypoxylon
38026,Methanolobus vulcani
38286,Corynebacterium afermentans
38300,Streptomyces pristinaespiralis
38301,Corynebacterium minutissimum
38302,Corynebacterium mycetoides
38312,Rhodococcus rhodnii
38313,Shewanella algae
38323,Bartonella henselae
38488,Botryotinia calthae
38626,Phascolarctos cinereus
38654,Alligator sinensis
38772,Gopherus agassizii
39029,Megasphaera cerevisiae
39060,Desulfallas geothermicus
39432,Saimiri boliviensis boliviensis
39480,Andreesenia angusta
39482,Faecalicatena contorta
39488,Anaerobutyricum hallii
39490,Eubacterium ramulus
39492,[Eubacterium] siraeum
39495,Eubacterium uniforme
39691,Mycolicibacterium moriokaense
39692,Mycolicibacterium parafortuitum
39693,Mycolicibacterium porcinum
39777,Veillonella atypica
39778,Veillonella dispar
39791,Corynebacterium glucuronolyticum
39841,Thermodesulforhabdus norvegica
39946,Oryza sativa Indica Group
39947,Oryza sativa Japonica Group
39950,Dialister pneumosintes
39962,Legionella moravica
39966,Hypsizygus marmoreus
40148,Oryza glumipatula
40149,Oryza meridionalis
40215,Acinetobacter junii
40216,Acinetobacter radioresistens
40217,Junco hyemalis
40296,Penicillium italicum
40318,Streptomyces nodosus
40335,Legionella tucsonensis
40480,Mycoplasma capricolum subsp. capripneumoniae
40543,Sneathia sanguinegens
40571,Lentzea albidocapillata
40578,Xenorhabdus beddingii
40754,Thioploca ingrica
40998,Elsinoe australis
41047,Aspergillus thermomutatus
41067,Aspergillus candidus
41427,Anopheles atroparvus
41431,Rippkaea orientalis PCC 8801
41447,Seriola dumerili
41514,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:-"
41688,Lomentospora prolificans
41875,Bathycoccus prasinos
41997,Enterococcus saccharolyticus
42094,Ureaplasma diversum
42155,Brugia timori
42156,Litomosoides sigmodontis
42157,Onchocerca ochengi
42234,Streptomyces acidiscabies
42249,Tuber magnatum
42251,Tuber borchii
42253,Nitrospira moscoviensis
42254,Sorex araneus
42256,Rubrobacter radiotolerans
42322,Eubacterium ruminantium
42345,Phoenix dactylifera
42354,Nitrosomonas oligotropha
42514,Pygocentrus nattereri
42565,Halomonas salina
42673,Fusarium nygamai
42858,Staphylococcus lentus
43041,Anopheles christyi
43064,Trichococcus pasteurii
43151,Anopheles darlingi
43179,Ictidomys tridecemlineatus
43263,Pseudomonas alcaligenes
43265,Cordyceps javanica
43304,Mycolicibacterium peregrinum
43335,Populus alba
43346,Bison bison bison
43348,Mycobacterium branderi
43354,Prauserella rugosa
43657,Pseudoalteromonas luteoviolacea
43658,Pseudoalteromonas rubra
43662,Pseudoalteromonas piscicida
43678,Oerskovia enterophila
43700,Monopterus albus
43759,Streptomyces wedmorensis
43767,Rhodococcus hoagii
43769,Corynebacterium propinquum
43770,Corynebacterium striatum
43775,Syntrophus gentianae
43928,Halobaculum gomorrense
43989,Crocosphaera subtropica ATCC 51142
43992,Bradyrhizobium liaoningense
